readable_name,allocated,used,cost,waste,utilization_pct,grouping_metric,metrics_conf_types,task_id,asset_name,metric_reports,units,table_order,insights
Executors vCores Usage,3046505.0,2879284.584,8.46251388888889,0.464501155555556,94.51107364012204,Executors vCores Usage,"[""used_vcore_time"",""used_vcore_time"",""vcore_time""]",6986,,"[{""start_time_ms"":1784566864564,""kind"":""gauge"",""line_name"":""Allocated-vCores"",""priority"":1,""bucket_size_seconds"":30,""values"":[0,0,0,70,460,560,930,990,990,990,990,990,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000]},{""start_time_ms"":1784566864564,""kind"":""gauge"",""line_name"":""Avg-Used-By-Task"",""priority"":2,""bucket_size_seconds"":30,""values"":[0,0,0,22.5,252.5,550,733.75,987.5,990,990,990,990,997.4999999999999,1000,1000,1000,1000,755,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,981,699,194.5,1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,667.75,250,0,0]}]",VCore,1,"[{""type"":""captured_cost_savings"",""app_id"":4,""app_name"":""cr-ml-b4-agg-app"",""usd_cost"":null,""task_name"":""cr-ml-b4-agg-app"",""created_at"":""2026-07-16T18:31:03.221009+00:00"",""insight_id"":86,""visibility"":""debug"",""impact_cost"":4739.46608258903,""impact_unit"":""savings"",""readable_name"":""Captured Cost Savings"",""insights_payload"":{""time_bounds"":{""last_period_end"":""2026-07-16T17:01:37.553+00:00"",""first_period_end"":""2026-07-01T09:01:06.136+00:00"",""last_period_start"":""2026-06-16T17:01:37.553+00:00"",""first_period_start"":""2026-06-01T09:01:06.136+00:00""},""task_metrics"":[{""title"":""Task execution time"",""metric_ids"":[265,320,316]}],""last_period_vcore_time"":3428240762.831655,""first_period_vcore_time"":3517111734.1531262,""last_period_memory_time"":20565577518.72102,""first_period_memory_time"":21098707630.283016,""total_vcore_time_to_reduce"":88870971.32147121,""annual_vcore_seconds_impact"":1066451655.8576546,""total_memory_time_to_reduce"":533130111.56199646,""annual_memory_seconds_impact"":6397561338.7439575},""remediation_status"":null}]"
Executors vCores Breakdown,,,,,71.01800535323535,Executors vCores Breakdown,"[""executors_used_vcore_time"",""executors_used_cpu_time"",""executors_jvm_gc_time"",""executors_shuffle_read_time"",""executors_shuffle_write_time""]",6986,,"[{""start_time_ms"":1784566864564,""kind"":""gauge"",""line_name"":""Executors-Used-vCore-Time"",""priority"":1,""bucket_size_seconds"":30,""values"":[0,0,0,87078,3803310,13109382,19668476,27900689,30986513,29728000,30058586,29775520,30306044,30005008,30580872,30553761,30928487,27892914,0,0,0,579210,109225108,30871734,4600578,7713820,63718995,47578860,7951253,11661239,53571293,47317156,7847783,10285994,38550809,67274039,9519466,8006488,20199083,76624645,25240310,8319962,16553705,40402814,62699613,7280886,8071986,29833553,78563419,12830212,5143159,15125604,77733649,28914191,8315102,11802264,45194920,59639057,9703189,11720494,24136124,78766706,16926890,11148936,18612426,61925588,32477407,11230794,18840391,44217267,49010611,17668600,9836722,45210159,47363900,15696092,22257184,51484935,25301273,20662033,36360326,32918366,25786399,34004763,28978338,33543434,31391831,593185,5894371,27906413,34467232,31565607,22930128,39798540,30771917,37333212,31862368,23479417,32943220,26438697,23715769,21184688,59082372,24951172,7038499,0,0]},{""start_time_ms"":1784566864564,""kind"":""gauge"",""line_name"":""Executors-GC-Time"",""priority"":2,""bucket_size_seconds"":30,""values"":[0,0,0,904,39931,94472,55048,112116,48271,36218,35387,35243,37087,37290,38774,41183,49721,48824,0,0,0,35550,7511678,2140180,378844,654777,5719664,4474468,821721,1122825,5206983,4871351,799834,951690,3558129,6735571,1027248,744587,1831902,7189461,2829482,867235,1603343,3904368,6495966,792864,743427,2678727,7607158,1416916,490514,1376452,7400914,3077159,944003,1137484,4298110,6127834,1145061,1299617,2404733,8489060,2133212,1262876,1914134,6264827,3755207,1306188,1962353,4274606,5334418,2172808,1070259,4724388,5451646,2047027,2755908,6058901,3270550,2695545,4669485,4285812,3398550,4474125,3806819,4376498,3860131,66980,477875,1588449,1051878,897607,730898,1174772,1483529,2015813,2270230,1177887,1400885,1838627,1401129,1280234,4789415,5917887,15469,0,0]},{""start_time_ms"":1784566864564,""kind"":""gauge"",""line_name"":""Executors-Shuffle-Read-Time"",""priority"":2,""bucket_size_seconds"":30,""values"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219960,44445792,11952832,390980,2219162,20529128,12017534,554663,3078472,16174911,10345861,978352,3066106,13005050,17805410,396105,2032244,6845609,24820687,3616012,1131779,4822573,12883166,15725929,770281,2584895,10497971,23677349,1334912,1393427,5287898,24095851,5661073,456177,3319426,13851408,15079275,349818,2482845,7198150,19208859,522762,1285487,4805355,16646877,4506673,780177,4569835,13499059,9439217,68132,1682559,10698681,7325282,6538,1123544,7548416,488426,5662,1260106,881186,40715,1097,25,2374,1394,0,4768715,24208978,30588952,29163709,21091531,35967124,26676188,31619481,25391111,20175149,28995135,21157178,19761497,17557061,44429357,1482328,0,0,0]},{""start_time_ms"":1784566864564,""kind"":""gauge"",""line_name"":""Executors-Shuffle-Write-Time"",""priority"":2,""bucket_size_seconds"":30,""values"":[0,0,0,1717.487766,211943.42448599997,3670326.4581599995,10565556.032401996,11526305.96964001,17014964.933108997,15695955.444759013,15912341.972032966,16017592.493902007,16726234.783794994,16255016.081479007,16501817.184425008,16075756.047913978,15890963.05172498,14173108.51520504,0,0,0,550.915601,101607.41175400004,23043.030861999996,6174.038582,8671.607292,69268.32399699997,51446.57169999999,10665.375137,14849.626691999998,56909.52637899997,47244.59709699999,9806.468665999999,13655.093027,39767.05903899998,71362.23445499995,10939.930547999998,10189.762233999998,22599.208684999994,80140.09665,28774.798603000014,10335.542972000001,21237.520008000003,42976.25151299997,68418.24137300003,8649.372681000003,9027.137886,33371.198736,85631.95798800002,13507.206749999996,6056.5766589999985,16661.958290999995,86296.62657600004,33394.47665299998,11868.958587000005,15057.891822999994,55163.10855500002,70411.681054,12351.520278999997,16026.287722,28869.11184899999,97300.67858799995,22242.688993999993,14952.898132999995,23192.252065000004,71845.05356900005,38830.79940200001,14549.732631999997,23879.545969000013,49589.06357000001,59974.820885999994,24186.951134999996,13496.103789999992,61457.74106999992,60045.89289199998,24939.927328999995,33198.64827199999,73012.14544699994,34647.482601,31042.608740000003,52707.45266599996,45911.070046999994,33178.583643,47078.81276200002,38648.86047399995,38077.645849999986,31965.196591000004,596.1449839999999,637.3873639999999,2637.507346,2455.277678,2410.7479680000015,2399.1645559999997,4152.622337000002,5664.190073000002,8063.462658000004,8838.843310000013,3715.4959810000005,4736.758849000002,6811.610218,4683.024246,4688.629420000004,18564.54160199996,21291.446895000077,0,0,0]},{""start_time_ms"":1784566864564,""kind"":""gauge"",""line_name"":""Executors-Used-CPU-Time"",""priority"":2,""bucket_size_seconds"":30,""values"":[0,0,0,0,3609399.9999999995,9963819.999999994,9247439.999999994,15747540.000000004,13799900.000000015,12319259.999999993,13111590.000000045,12271729.99999997,12317939.999999955,12300070.000000045,12852570.000000015,12661969.99999988,13335339.99999994,13086050.000000298,6900149.99999994,2780320,11873399.999999851,32582510.00000012,33884439.99999991,17713220.00000009,12320779.99999988,30306110.00000012,33866280,22409969.99999988,15330050.000000298,28378259.999999702,33430010.000000004,21745039.99999976,13097839.99999994,25954940,33845330.00000048,26050800,12869909.999999642,18976990.000000358,33418220.000000004,30434919.99999988,19873929.999999523,14803330.000000834,30232799.999999523,31088520.00000012,24834190.00000024,10759959.999999762,23643790,31335050.00000024,29859620.000000358,13029939.999998927,17943340.000000596,31084110,33573410,18960980.00000012,15545450,28251900.00000012,34120139.999999404,24720160,15190430.000001192,26686779.999998808,34735300.00000048,29578330.000000477,19958299.999999046,20217000,33309860.00000024,30372420,23810280.00000024,16253020.000000002,31621359.999999996,31195089.99999857,29057450.00000143,18618239.999999285,32136480.000001196,30974319.99999976,32058839.99999929,24696339.99999976,34641180.00000095,30982600,33002679.999998573,30743090.000000954,34651120,31050400.00000024,34476540.00000095,30833069.99999833,34570530.00000119,27394789.999999285,15825779.999999521,1546349.9999997616,5445730,3395340.0000014305,3056289.9999990463,3333209.9999990463,3518180.0000002384,2479750.000001669,6733719.999999046,6004310.000000238,9764069.999999762,5983760,5065590.000000715,6467619.9999985695,6909300.000000238,3982950.000001908,11201499.99999857,26441989.999999285,15297060.000000477,973890,17450.00000143051]}]",ms,2,[]
Executors Memory Usage,34730171.984,14683523.867278194,9.64726999555556,5.56851336575606,42.278868858014334,Executors Memory Usage,"[""executor_max_used_heap_memory"",""executor_max_used_memory"",""executor_memory"",""executor_heap_memory""]",6986,,"[{""start_time_ms"":1784566864564,""kind"":""gauge"",""line_name"":""Allocated-Heap"",""priority"":0,""bucket_size_seconds"":30,""values"":[55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848]},{""start_time_ms"":1784566864564,""kind"":""gauge"",""line_name"":""Max-Used-Heap-Memory"",""priority"":0,""bucket_size_seconds"":30,""values"":[0,0,0,38543272848,44649127712,45047599400,44273273672,44542154816,42501942800,42507865584,43102812184,43002901824,42739327760,42601661784,42433918512,41730427672,41969074656,41876024584,40532282328,40398958608,40765448816,27212644344,28254929400,31180934656,39126881792,37728715264,32073020416,35799817672,42496688128,41238050528,40810314088,41213567456,46508812800,40669137920,44007576064,43246179536,48258848768,43616241040,41766791168,44291850240,46752975176,46832141312,45985441568,44435859968,46362338888,46433932896,46045475440,44961027056,49080792800,42378183680,45324995704,44023414784,43129924608,48933304944,45962735488,41968061296,43170782720,44007363064,46774658560,42688999936,44258092528,48399229952,47102017696,44409290752,42547019776,43777105024,46959139072,45278365600,44342368688,44047927808,45213144576,47129054720,42542910032,47340160000,46611196400,41389552520,46068993536,46146193712,46816453632,45172278784,44023201792,44696850432,45088238144,47806412800,43448440320,41792045056,43173801472,43207355904,42138760704,43542243816,43486543872,41385306112,41787959296,40919629824,38738501632,36154900480,40030437376,37862780416,38754924544,39476789248,36909875200,38668214784,37980989952,40667264912,40454273152,40487827584,40689154176]},{""start_time_ms"":1784566864564,""kind"":""gauge"",""line_name"":""Allocated"",""priority"":1,""bucket_size_seconds"":30,""values"":[61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968,61203283968]},{""start_time_ms"":1784566864564,""kind"":""gauge"",""line_name"":""Avg-Used-Memory"",""priority"":2,""bucket_size_seconds"":30,""values"":[0,0,0,3163537096,9880207126.620695,22505609802.247173,17191768858.838707,24562355175.922337,24954533138.4828,24218996675.631573,24424594482.703426,24917280652.815784,23823383072.95562,25720890988.63845,25561942851.265312,23687606053.464054,25157748105.823135,22783547993.699356,24617912440.435364,24400702935.869255,18500272799.673473,19655017371.58169,21598405917.542675,21946515826.68403,25887167135.317413,25960571849.302925,23572231566.82592,20400694302.228027,24641029931.795208,27577788201.464058,30069429514.53063,29605750427.137283,28393116733.551003,25381244863.607853,30789839312.108852,32045756309.41179,30540976249.469395,25943918431.1634,28648703914.122433,31932506482.797386,31505401486.82994,27900525717.45575,27141844839.810196,31029244187.552628,32091688498.459473,30263962380.894745,26902618464.759315,29997991168.236843,31461087934.67568,31092278961.026318,26870179082.41355,27533535606.02632,30950928482.000004,32032925842.00658,28592057710.11448,26410054629.933792,30292935559.651035,31738000083.933544,30296838982.630898,26211478335.49667,29202218491.731552,31205352338.01324,31643854690.147663,27918456528.39867,27353770101.32442,30558624564.651188,31709689197.565224,28601544016.933334,26903725428.29333,30149175595.242516,30950116241.016724,28222456137.24918,26563025302.073578,30322870688.906673,29474328478.426655,26867709346.560043,28782414872.98668,29787403424.853333,27550591804.17392,28294937939.733303,30160633436.227413,28686597495.760788,28011149894.01343,29663132573.26249,27408080314.568554,28590406479.362106,32527983806.50166,33046703200.505005,35239565891.076904,33483240679.601326,29228078363.745823,21581722040.746647,19535380632.480007,19527854039.333347,21557265753.786633,22634200332.58668,23777814659.093338,24233257193.01337,24424527136.506668,22172375559.786686,22548995111.01001,22392826789.475067,22916255550.635426,24158514358.073586,24406262096.239185,23865120520.749172,24793543478.57251]},{""start_time_ms"":1784566864564,""kind"":""gauge"",""line_name"":""Max-Used-Memory"",""priority"":2,""bucket_size_seconds"":30,""values"":[0,0,0,38543272848,44649127712,45047599400,44273273672,44542154816,42501942800,42507865584,43102812184,43002901824,42739327760,42601661784,42433918512,41730427672,41969074656,41876024584,40532282328,40398958608,40765448816,29520642040,30461628416,33478385152,41476437504,40296477184,34852021248,38695157192,45398982656,44139693792,43691473256,44099564000,49340107264,43703835648,47031992832,46080394448,51152984064,46435829136,44651374592,47284269056,49564186952,49766056960,48907560736,47476025856,49322329672,49301616224,49155629680,48016253936,52017764064,45344629760,48200047736,46990831616,46073547776,51850836592,48879107632,44857187184,46116244992,47048667640,49767200256,45693473280,47200278000,51416507392,50019840160,47384055808,45430341632,46777703552,49901345024,48264370080,47365126576,47147874816,48186185216,50129522176,45701556816,50349065216,49679788528,44340949896,49031618048,49270843696,49797305344,48215287296,47259385856,47688429568,48057182784,50832111616,46497342976,44818780160,46123462144,46156684800,44997359104,46418315752,46584733696,44367079424,44769732608,43961204736,41778782208,39243120640,43140984832,40988204544,41875834880,42740285440,40037265408,41791271424,41044859392,43965667216,43742894208,43776469120,43977447552]}]",Bytes,3,"[{""type"":""orphaned_machine_vcores"",""app_id"":4,""app_name"":""cr-ml-b4-agg-app"",""usd_cost"":51808.064608115,""task_name"":""cr-ml-b4-agg-app"",""created_at"":""2026-07-16T18:31:03.095909+00:00"",""insight_id"":84,""visibility"":""visible"",""impact_cost"":18650903258.9214,""impact_unit"":""VCore"",""readable_name"":""Orphaned vCores in Machine"",""insights_payload"":{""stale_vcores"":4,""task_metrics"":[{""title"":""Executors memory usage"",""metric_ids"":[315,323]}],""cnt_task_runs"":650,""machine_vcores"":9,""time_span_days"":30,""executor__cores"":5,""shuffle_partitions"":""20000"",""executor__memory__allocated"":57,""total_wasted_vcore_time_unused"":1622073109.8316598,""tenant_machine_memory_to_vcore_ratio"":6.0,""executor__memory_off_heap__max_percentage"":92.36661525149096},""remediation_status"":null}]"
Executor Heap Memory Breakdown,,,,,12.716225779873712,Executor Heap Memory Breakdown,"[""executor_managed_storage_memory_on_heap_max_used"",""executor_heap_memory"",""executor_managed_execution_memory_on_heap_max_used"",""executor_max_used_heap_memory""]",6986,,"[{""start_time_ms"":1784566864564,""kind"":""gauge"",""line_name"":""Used-Execution-Memory"",""priority"":0,""bucket_size_seconds"":30,""values"":[0,0,0,5804915392,6006241936,6241122912,6039796368,5737806544,5872024240,5536480000,5536480000,5351930672,5402262304,5200935760,5066718064,4731173824,4445961216,3758095520,3692461248,5571509040,5437291328,2684517760,3776347312,5101222800,5571509024,4093803568,4598168560,5202410352,5504400192,3959585872,4397104176,5403736912,5503351536,4437998576,4900158384,5202410352,5907053280,5370182480,4027219024,5101747088,5303073632,5839944432,4194991152,5235964784,5437291328,5705726736,5184322384,4497505296,5512526624,5839944416,5168855936,4295130112,4899896240,5839944416,5437291328,4026694720,4908546992,5705726736,5974162128,4496456656,4311907328,5403736912,5571509024,5209488192,3691150480,5034376080,5907053280,5772835584,4161436720,4900420544,5437291328,5303073632,4630674352,4835146688,5101747088,5034638240,4160912416,4832525216,5105679232,4026694736,4333140992,5201361744,4194466848,4295392272,4429347808,3221355776,537001856,203423696,202244048,336592816,340262832,271122368,271613888,339738544,337379248,340787120,339738544,339738544,340787120,339214256,339738544,340787120,340787120,340787120,0,0,0]},{""start_time_ms"":1784566864564,""kind"":""gauge"",""line_name"":""Used-Storage-Memory"",""priority"":0,""bucket_size_seconds"":30,""values"":[0,0,0,101515,101515,101515,101515,101515,101515,101515,101515,101515,101515,101515,101515,101515,101515,101515,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1201446,1099931,1099931,1099931,1099931,1099931,1099931,1099931,1099931,1099931,1099931,1099931,1099931,1099931,1099931,1099931,1099931,1099931,1099931,1099931,1099931,1099931,1099931,1099931,1099931,1099931,1099931,7028736,98242529,98242529,98242529,98242529,98242529,98242529,98242529,98242529,98242529,98242529,98242529,98242529,98242529,98242529,98242529,1295841542,1090725422,1090725422,1089829641]},{""start_time_ms"":1784566864564,""kind"":""gauge"",""line_name"":""Allocated Heap"",""priority"":1,""bucket_size_seconds"":30,""values"":[55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848,55834574848]},{""start_time_ms"":1784566864564,""kind"":""gauge"",""line_name"":""Max-Used-Heap-Memory"",""priority"":2,""bucket_size_seconds"":30,""values"":[0,0,0,38543272848,44649127712,45047599400,44273273672,44542154816,42501942800,42507865584,43102812184,43002901824,42739327760,42601661784,42433918512,41730427672,41969074656,41876024584,40532282328,40398958608,40765448816,27212644344,28254929400,31180934656,39126881792,37728715264,32073020416,35799817672,42496688128,41238050528,40810314088,41213567456,46508812800,40669137920,44007576064,43246179536,48258848768,43616241040,41766791168,44291850240,46752975176,46832141312,45985441568,44435859968,46362338888,46433932896,46045475440,44961027056,49080792800,42378183680,45324995704,44023414784,43129924608,48933304944,45962735488,41968061296,43170782720,44007363064,46774658560,42688999936,44258092528,48399229952,47102017696,44409290752,42547019776,43777105024,46959139072,45278365600,44342368688,44047927808,45213144576,47129054720,42542910032,47340160000,46611196400,41389552520,46068993536,46146193712,46816453632,45172278784,44023201792,44696850432,45088238144,47806412800,43448440320,41792045056,43173801472,43207355904,42138760704,43542243816,43486543872,41385306112,41787959296,40919629824,38738501632,36154900480,40030437376,37862780416,38754924544,39476789248,36909875200,38668214784,37980989952,40667264912,40454273152,40487827584,40689154176]}]",Bytes,5,[]
Executor Off-Heap Memory Breakdown,,,,,61.43753051757812,Executor Off-Heap Memory Breakdown,,6986,,"[{""start_time_ms"":1784566864564,""kind"":""gauge"",""line_name"":""Allocated Off-Heap"",""priority"":1,""bucket_size_seconds"":30,""values"":[5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120,5368709120]},{""start_time_ms"":1784566864564,""kind"":""gauge"",""line_name"":""Max-Used Off-Heap"",""priority"":2,""bucket_size_seconds"":30,""values"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2307997696,2206699016,2297450496,2349555712,2567761920,2779000832,2895339520,2902294528,2901643264,2881159168,2885996544,2831294464,3034697728,3024416768,2834214912,2894135296,2819588096,2884583424,2992418816,2811211776,2933915648,2922119168,3040165888,2959990784,2867683328,3110154240,3055226880,2936971264,2966446080,2875052032,2967416832,2943623168,2917531648,2916372144,2889125888,2945462272,3041304576,2992541696,3004473344,2942185472,3017277440,2917822464,2974765056,2883321856,3000598528,2942205952,2986004480,3022757888,3099947008,2973040640,3000467456,3158646784,3008905216,3068592128,2951397376,2962624512,3124649984,2980851712,3043008512,3236184064,2991579136,2968944640,3025698816,3048902656,3026735104,2949660672,2949328896,2858598400,2876071936,3098189824,2981773312,2981773312,3041574912,3040280576,3088220160,3110547456,3125424128,3120910336,3263496192,3127390208,3123056640,3063869440,3298402304,3288621056,3288641536,3288293376]}]",Bytes,6,[]
