task_id,event_id,start_time_ms,end_time_ms,category,sub_category,name,description,payload
6991,17,1784569059440,1784569059468,spark_execution,stage,Stage 13,"count at DeltaUtils.scala:16 - attempt=0, id=13, jobId=10, numTasks=50, partitions=50, shuffleOutput=SinglePartition$, status=succeeded, tfId=10","{""id"":13,""tfId"":10,""jobId"":10,""status"":""succeeded"",""attempt"":0,""metrics"":{""internal.metrics.resultSize"":95535,""internal.metrics.executorCpuTime"":72463800,""internal.metrics.executorRunTime"":53,""internal.metrics.executorDeserializeTime"":276,""internal.metrics.shuffle.write.writeTime"":16657247,""internal.metrics.executorDeserializeCpuTime"":118232700,""internal.metrics.shuffle.write.bytesWritten"":2950,""internal.metrics.shuffle.write.recordsWritten"":50},""numTasks"":50,""partitions"":50,""shuffleOutput"":""SinglePartition$"",""taskMetricsDistributions"":{""duration"":[2.0,10.0,10.0,12.0,25.0],""quantiles"":[0.0,0.25,0.5,0.75,1.0],""schedulerDelay"":[2.0,4.0,5.0,5.0,7.0],""executorRunTime"":[0.0,0.0,1.0,1.0,11.0],""executorDeserializeTime"":[0.0,4.0,5.0,6.0,17.0],""shuffleWriteMetrics_writeBytes"":[59.0,59.0,59.0,59.0,59.0],""shuffleWriteMetrics_writeRecords"":[1.0,1.0,1.0,1.0,1.0]}}"
6991,18,1784569059480,1784569059615,spark_execution,stage,Stage 15,"count at DeltaUtils.scala:16 - attempt=0, id=15, jobId=11, numTasks=1, parentStages=(14), partitions=1, shuffleInputs=(SinglePartition$), status=succeeded, tfId=10","{""id"":15,""tfId"":10,""jobId"":11,""status"":""succeeded"",""attempt"":0,""metrics"":{""internal.metrics.resultSize"":4084,""internal.metrics.executorCpuTime"":28874400,""internal.metrics.executorRunTime"":121,""internal.metrics.executorDeserializeTime"":8,""internal.metrics.shuffle.read.recordsRead"":50,""internal.metrics.executorDeserializeCpuTime"":6885700,""internal.metrics.shuffle.read.localBytesRead"":59,""internal.metrics.shuffle.read.remoteBytesRead"":2891,""internal.metrics.shuffle.read.localBlocksFetched"":1,""internal.metrics.shuffle.read.remoteReqsDuration"":141,""internal.metrics.shuffle.read.remoteBlocksFetched"":49},""numTasks"":1,""partitions"":1,""parentStages"":""(14)"",""shuffleInputs"":""(SinglePartition$)"",""taskMetricsDistributions"":{""duration"":[133.0,133.0,133.0,133.0,133.0],""quantiles"":[0.0,0.25,0.5,0.75,1.0],""schedulerDelay"":[4.0,4.0,4.0,4.0,4.0],""executorRunTime"":[121.0,121.0,121.0,121.0,121.0],""executorDeserializeTime"":[8.0,8.0,8.0,8.0,8.0],""shuffleReadMetrics_readBytes"":[2950.0,2950.0,2950.0,2950.0,2950.0],""shuffleReadMetrics_readRecords"":[50.0,50.0,50.0,50.0,50.0]}}"
