readable_name,allocated,used,cost,waste,utilization_pct,grouping_metric,metrics_conf_types,task_id,asset_name,metric_reports,units,table_order,insights
Executors vCores Usage,61346.0,0.0,0.170405555555556,0.170405555555556,0.0,Executors vCores Usage,"[""vcore_time"",""used_vcore_time"",""used_vcore_time""]",4665,,"[{""start_time_ms"":1783341609217,""kind"":""gauge"",""line_name"":""Allocated-vCores"",""priority"":1,""bucket_size_seconds"":30,""values"":[0,635,660,740]},{""start_time_ms"":1783341609217,""kind"":""gauge"",""line_name"":""Avg-Used-By-Task"",""priority"":2,""bucket_size_seconds"":30,""values"":[0,0,0,0]}]",VCore,1,[]
Executors vCores Breakdown,,,,,0.0,Executors vCores Breakdown,"[""executors_used_cpu_time""]",4665,,"[{""start_time_ms"":1783341609217,""kind"":""gauge"",""line_name"":""Executors-Used-CPU-Time"",""priority"":2,""bucket_size_seconds"":30,""values"":[0,1392550.0000000002,232629.99999999977,159699.99999999907]}]",,2,[]
Executors Memory Usage,711638.662,0.0,0.197677406111111,0.197677406111111,0.0,Executors Memory Usage,"[""executor_heap_memory"",""executor_max_used_heap_memory"",""executor_max_used_memory"",""executor_memory""]",4665,,"[{""start_time_ms"":1783341609217,""kind"":""gauge"",""line_name"":""Allocated-Heap"",""priority"":0,""bucket_size_seconds"":30,""values"":[53687091200,53687091200,53687091200,53687091200]},{""start_time_ms"":1783341609217,""kind"":""gauge"",""line_name"":""Max-Used-Heap-Memory"",""priority"":0,""bucket_size_seconds"":30,""values"":[503259400,905674176,905969664,939500464]},{""start_time_ms"":1783341609217,""kind"":""gauge"",""line_name"":""Allocated"",""priority"":1,""bucket_size_seconds"":30,""values"":[62277025792,62277025792,62277025792,62277025792]},{""start_time_ms"":1783341609217,""kind"":""gauge"",""line_name"":""Avg-Used-Memory"",""priority"":2,""bucket_size_seconds"":30,""values"":[438480433.05882335,695875487.3025637,815561863.4399997,828723858.8749993]},{""start_time_ms"":1783341609217,""kind"":""gauge"",""line_name"":""Max-Used-Memory"",""priority"":2,""bucket_size_seconds"":30,""values"":[503259400,905674176,905969664,939500464]}]",Bytes,3,"[{""type"":""orphaned_machine_vcores"",""app_id"":2,""app_name"":""polaris-bhv4-100"",""usd_cost"":37900.4757382475,""task_name"":""polaris-bhv4-100"",""created_at"":""2026-07-13T07:22:46.337523+00:00"",""insight_id"":67,""visibility"":""visible"",""impact_cost"":13644171265.7691,""impact_unit"":""VCore"",""readable_name"":""Orphaned vCores in Machine"",""insights_payload"":{""stale_vcores"":9,""task_metrics"":[{""title"":""Executors memory usage"",""metric_ids"":[149,157]}],""cnt_task_runs"":617,""machine_vcores"":14,""time_span_days"":31,""executor__cores"":5,""shuffle_partitions"":""200"",""executor__memory__allocated"":40,""total_wasted_vcore_time_unused"":2016380315.4424567,""tenant_machine_memory_to_vcore_ratio"":4.0,""executor__memory_off_heap__max_percentage"":178.32202943041926},""remediation_status"":null}]"
Executor Heap Memory Breakdown,,,,,0.0,Executor Heap Memory Breakdown,"[""executor_heap_memory"",""executor_max_used_heap_memory""]",4665,,"[{""start_time_ms"":1783341609217,""kind"":""gauge"",""line_name"":""Allocated Heap"",""priority"":1,""bucket_size_seconds"":30,""values"":[53687091200,53687091200,53687091200,53687091200]},{""start_time_ms"":1783341609217,""kind"":""gauge"",""line_name"":""Max-Used-Heap-Memory"",""priority"":2,""bucket_size_seconds"":30,""values"":[503259400,905674176,905969664,939500464]}]",Bytes,5,[]
Executor Off-Heap Memory Breakdown,,,,,0.0,Executor Off-Heap Memory Breakdown,,4665,,"[{""start_time_ms"":1783341609217,""kind"":""gauge"",""line_name"":""Allocated Off-Heap"",""priority"":1,""bucket_size_seconds"":30,""values"":[8589934592,8589934592,8589934592,8589934592]},{""start_time_ms"":1783341609217,""kind"":""gauge"",""line_name"":""Max-Used Off-Heap"",""priority"":2,""bucket_size_seconds"":30,""values"":[0,0,0,0]}]",Bytes,6,[]
Driver Memory Usage,676.4399999999999,109.63096925944093,0.0001879,0.000157446952983489,16.207050035397216,Driver Memory Usage,"[""driver_memory"",""driver_heap_memory""]",4665,,"[{""start_time_ms"":1783341609217,""kind"":""gauge"",""line_name"":""Allocated-Heap"",""priority"":0,""bucket_size_seconds"":30,""values"":[4294967296,4294967296,4294967296,4294967296]},{""start_time_ms"":1783341609217,""kind"":""gauge"",""line_name"":""Used-Heap"",""priority"":0,""bucket_size_seconds"":30,""values"":[0,895094216,995896752,1044131248]},{""start_time_ms"":1783341609217,""kind"":""gauge"",""line_name"":""Allocated"",""priority"":1,""bucket_size_seconds"":30,""values"":[6442450944,6442450944,6442450944,6442450944]},{""start_time_ms"":1783341609217,""kind"":""gauge"",""line_name"":""Used"",""priority"":2,""bucket_size_seconds"":30,""values"":[0,895094216,995896752,1044131248]}]",Bytes,8,[]
Driver vCores Usage,450.96,,0.00125266666666667,,0.0,Driver vCores Usage,"[""driver_jvm_gc_time""]",4665,,"[{""start_time_ms"":1783341609217,""kind"":""gauge"",""line_name"":""Allocated-vCores"",""priority"":1,""bucket_size_seconds"":30,""values"":[120000.0,120000.0,120000.0,120000.0]},{""start_time_ms"":1783341609217,""kind"":""gauge"",""line_name"":""GC-Time"",""priority"":1,""bucket_size_seconds"":30,""values"":[0,59,0,0]}]",ms,9,[]
